ST006Q04TA ST008Q04TA V1 1 2 imp
Yes NA 1 0.999996244008574 0.00000375599142621383 1
No NA 1 1 0 1
Yes No 1 0.263871674378134 0.736128325621866 2
Yes No 1 0.990133159319074 0.00986684068092583 1
Yes Yes 1 1 0 1
Yes NA 1 0.999987365102859 0.0000126348971406995 1
NA Yes 1 0.000662543182090652 0.999337456817909 2
No No 1 0.000000662712268872474 0.999999337287731 2
Yes Yes 1 0.994594830449521 0.00540516955047912 1
NA NA 1 0.999999735848929 0.000000264151071477331 1
Yes Yes 1 1 0 1
No No 1 0.00000278187907577158 0.999997218120924 2
Yes Yes 1 0 1 2
No Yes 1 0.000000892417052696942 0.999999107582947 2
Yes No 1 0.39963657468149 0.60036342531851 2
Yes Yes 1 0.99999251845012 0.00000748154988004689 1
No No 1 0.975449780866759 0.0245502191332408 1
NA NA 1 0.00541483856451791 0.994585161435482 2
No NA 1 0.00013416294004876 0.999865837059951 2
Yes Yes 1 0 1 2
Yes No 1 0.863872707405458 0.136127292594543 1
No Yes 1 0.0025019948786091 0.997498005121391 2
Yes Yes 1 1 0 1
Yes No 1 0.5 0.5 2
No No 1 0.179452179627739 0.820547820372261 2
No No 1 1 0 1
Yes Yes 1 0.987308287941828 0.0126917120581725 1
Yes Yes 1 0.999998279293727 0.00000172070627275416 1
No No 1 0.0000020451348183098 0.999997954865182 2
Yes Yes 1 0.980610885029458 0.0193891149705417 1
Yes Yes 1 1 0 1
Yes Yes 1 0.99984138986905 0.000158610130949707 1
Yes Yes 1 0.999993062995899 0.00000693700410128993 1
Yes No 1 0.999958910796099 0.0000410892039009014 1
No No 1 0 1 2
No No 1 0 1 2
No No 1 0.00000340039220562222 0.999996599607794 2
Yes NA 1 1 0 1
No No 1 1 0 1
No Yes 1 1 0 1
Yes Yes 1 0.976773713591293 0.0232262864087071 1
No No 1 0.996704032037724 0.00329596796227603 1
Yes Yes 1 0.999520009041773 0.000479990958226718 1
Yes Yes 1 0.00000635745224987116 0.99999364254775 2
Yes No 1 1 0 1
No Yes 1 0.000000561949357298091 0.999999438050643 2
No Yes 1 1 0 1
NA NA 1 0.00737437942814988 0.99262562057185 2
Yes No 1 0.801463417819811 0.198536582180189 1
Yes Yes 1 0.528730149634543 0.471269850365457 2
No No 1 0.00247374570935916 0.997526254290641 2
Yes NA 1 0.999796807981404 0.000203192018595582 1
NA NA 1 0.00279343348842077 0.997206566511579 2
Yes No 1 1 0 1
