ST006Q04TA ST008Q04TA V1 1 2 imp
Yes Yes 1 0.00000608043684537382 0.999993919563155 1
No No 1 0.0160030404090885 0.983996959590911 1
Yes No 1 0 1 1
Yes Yes 1 0.343317431980719 0.65668256801928 2
No Yes 1 0.999543973679244 0.00045602632075593 2
No No 1 0.999905170573074 0.0000948294269261456 2
Yes Yes 1 0.988731894666377 0.0112681053336234 2
NA NA 1 0.999999731837912 0.000000268162087788091 2
No No 1 0.0599126569547021 0.940087343045298 1
No No 1 0.998355602343363 0.001644397656637 2
No No 1 0.0000172747156520657 0.999982725284348 1
Yes No 1 0.0000647073524039676 0.999935292647596 1
Yes Yes 1 0.998680057179802 0.00131994282019787 2
NA NA 1 0.0000503756112321928 0.999949624388768 1
Yes No 1 0.999968466047607 0.0000315339523931311 2
Yes Yes 1 0 1 1
Yes Yes 1 0.0000062673151068393 0.999993732684893 1
Yes Yes 1 1 0 2
Yes NA 1 0.00206786139216035 0.99793213860784 1
NA NA 1 0.841757462405563 0.158242537594436 2
No Yes 1 0.120477144341367 0.879522855658633 1
No No 1 0.00127001907312973 0.99872998092687 1
NA NA 1 0.0000132739430448147 0.999986726056955 1
No NA 1 0 1 1
No No 1 0.960316079389011 0.0396839206109889 2
No No 1 0.99998493056848 0.0000150694315203447 2
NA NA 1 0.00252099924215226 0.997479000757848 1
No Yes 1 0.394660632261186 0.605339367738814 2
Yes Yes 1 0.000244491829396814 0.999755508170603 1
No No 1 1 0 2
Yes Yes 1 0.928780436941019 0.0712195630589815 2
Yes No 1 0.00730481937276899 0.992695180627231 1
Yes No 1 0.949346961881144 0.0506530381188559 2
Yes No 1 0.0000812879761009327 0.999918712023899 1
Yes Yes 1 0.00000124187576919569 0.999998758124231 1
NA Yes 1 0 1 1
NA NA 1 0.00000200597855386057 0.999997994021446 1
No NA 1 0.999766940617258 0.000233059382741622 2
No NA 1 0.0119888597987917 0.988011140201208 1
No Yes 1 0.999952920234201 0.0000470797657993048 2
Yes Yes 1 0.976326397255313 0.0236736027446871 2
No NA 1 0.0000394754526779335 0.999960524547322 1
No No 1 0.0485612089416877 0.951438791058312 1
NA Yes 1 0.998600262676639 0.00139973732336098 2
No Yes 1 1 0 2
Yes NA 1 0.00558746377534756 0.994412536224653 1
Yes Yes 1 0.0150175735956294 0.984982426404371 1
Yes Yes 1 0.97427151205252 0.0257284879474796 2
No NA 1 0.953883491009117 0.0461165089908835 2
No No 1 0.00230111406054353 0.997698885939457 1
No No 1 0.999563444979119 0.000436555020881023 2
No Yes 1 0.998469908757758 0.00153009124224205 2
Yes No 1 0.949641330128667 0.0503586698713332 2
Yes No 1 0.997589693322609 0.00241030667739135 2
No Yes 1 1 0 2
NA NA 1 1 0 2
No No 1 1 0 2
NA Yes 1 0 1 1
Yes Yes 1 0.0589605907693118 0.941039409230688 1
No No 1 1 0 2
Yes Yes 1 0.0000145671571016593 0.999985432842898 1
Yes Yes 1 0.999160835110891 0.00083916488910906 2
No Yes 1 1 0 2
Yes Yes 1 0.00415918965107436 0.995840810348926 1
Yes Yes 1 0.00827418090098144 0.991725819099019 1
Yes Yes 1 0.00105428913311551 0.998945710866884 1
No No 1 1 0 2
Yes No 1 0.028274142201437 0.971725857798563 1
Yes Yes 1 0.999980742455746 0.0000192575442535655 2
No No 1 1 0 2
No No 1 0.801588864623691 0.198411135376309 2
No No 1 1 0 2
No Yes 1 0.00183540803890655 0.998164591961094 1
No Yes 1 0.999999334763626 0.000000665236374274355 2
Yes Yes 1 0.00000171050595034912 0.99999828949405 1
Yes Yes 1 0.0257184666716859 0.974281533328314 1
Yes No 1 1 0 2
Yes No 1 1 0 2
Yes No 1 1 0 2
Yes Yes 1 0.00166167962934363 0.998338320370656 1
No No 1 1 0 2
Yes NA 1 0 1 1
No No 1 0.156009591217724 0.843990408782276 1
No No 1 1 0 2
No No 1 0 1 1
Yes No 1 1 0 2
Yes NA 1 0.995062507506359 0.00493749249364068 2
Yes NA 1 0 1 1
No NA 1 0 1 1
Yes No 1 0.907184269109457 0.0928157308905429 2
Yes No 1 0.000433369418817406 0.999566630581182 1
Yes Yes 1 0.000000446095548083178 0.999999553904452 1
Yes NA 1 0.0000560810047188542 0.999943918995281 1
NA Yes 1 0.999495876669832 0.000504123330167611 2
No No 1 0.999998653802926 0.00000134619707451167 2
Yes Yes 1 0.406489038796882 0.593510961203118 2
NA NA 1 0 1 1
Yes Yes 1 0.00000706265128051238 0.999992937348719 1
No No 1 0.999998804855744 0.00000119514425558508 2
Yes Yes 1 0 1 1
No Yes 1 0.999999669194777 0.000000330805223298947 2
Yes No 1 0.978892854190383 0.0211071458096175 2
Yes Yes 1 0.0000881505601593917 0.999911849439841 1
No No 1 0.237148065691372 0.762851934308628 1
NA NA 1 0.997351483447223 0.00264851655277738 2
No NA 1 0.999195025522223 0.000804974477777448 2
Yes Yes 1 1 0 2
Yes No 1 1 0 2
No Yes 1 1 0 2
Yes Yes 1 0 1 1
Yes No 1 1 0 2
No No 1 0.896932112236008 0.103067887763992 2
No No 1 0 1 1
Yes Yes 1 0.00321429042073038 0.99678570957927 1
Yes Yes 1 0.0000209692419205407 0.999979030758079 1
No No 1 0.999997961348758 0.00000203865124196423 2
Yes Yes 1 0.061439312515715 0.938560687484285 1
Yes Yes 1 0.0000000550997786352555 0.999999944900221 1
Yes Yes 1 0.000285549593557835 0.999714450406442 1
Yes Yes 1 0.00100146022862403 0.998998539771376 1
Yes No 1 0.000151309091058454 0.999848690908942 1
No No 1 1 0 2
No No 1 1 0 2
No No 1 0.999998556084458 0.00000144391554232116 2
Yes NA 1 0.0000436294754126558 0.999956370524587 1
No No 1 0.0000131676376526416 0.999986832362347 1
No Yes 1 0.252153930882651 0.747846069117349 1
Yes Yes 1 0.0463817124883661 0.953618287511634 1
No No 1 0.00777001440309171 0.992229985596908 1
Yes Yes 1 0.00278568476028802 0.997214315239712 1
Yes Yes 1 0.999934785154308 0.0000652148456914921 2
Yes No 1 0 1 1
No Yes 1 0.999999638646696 0.000000361353304318037 2
No Yes 1 0.000061691872353455 0.999938308127647 1
NA NA 1 0 1 1
Yes No 1 0.330115607759544 0.669884392240456 2
Yes Yes 1 0.810996627310644 0.189003372689356 2
No No 1 0.994920154748891 0.00507984525110936 2
Yes NA 1 1 0 2
NA NA 1 0.997328322236703 0.00267167776329651 2
Yes No 1 0.00305566544028757 0.996944334559712 1
