ST006Q04TA ST008Q04TA V1 1 2 imp
No Yes 1 0.81382931409193 0.18617068590807 1
Yes Yes 1 0.954295478028064 0.0457045219719365 1
No No 1 0.994664407133799 0.00533559286620077 1
Yes Yes 1 0.998921385803318 0.00107861419668148 1
Yes Yes 1 0.000049178552717124 0.999950821447283 2
Yes No 1 0 1 2
No Yes 1 0.00000522147169335259 0.999994778528307 2
No Yes 1 0.999857157870517 0.000142842129483456 1
NA NA 1 0 1 2
Yes No 1 0.600445430249896 0.399554569750104 1
Yes Yes 1 0.168089091516075 0.831910908483925 2
No No 1 0.0135195142464863 0.986480485753514 2
Yes NA 1 0 1 2
NA NA 1 0.00124919155181144 0.998750808448189 2
Yes No 1 0.990448099073398 0.00955190092660187 1
